.87; 11.12; 7.18; 10.18; 13.06; 2019/12/05 01:30
.87; 11.06; 7.12; 10.06; 13.06; 2019/12/05 02:00
.50; 11.12; 7.12; 10.06; 13.06; 2019/12/05 02:30
.43; 11.06; 7.12; 10.06; 13.06; 2019/12/05 03:00
.56; 11.00; 7.12; 10.06; 13.12; 2019/12/05 03:30
.43; 10.93; 7.06; 10.00; 13.06; 2019/12/05 04:00
.68; 10.93; 7.06; 9.93; 13.12; 2019/12/05 04:30
.50; 11.00; 7.06; 10.00; 13.12; 2019/12/05 05:00
.56; 11.00; 7.00; 9.93; 13.12; 2019/12/05 05:30
.56; 11.00; 7.00; 9.93; 13.12; 2019/12/05 06:00
.62; 11.00; 7.00; 9.93; 13.12; 2019/12/05 06:30
.50; 11.00; 6.93; 9.87; 13.12; 2019/12/05 07:00
.43; 11.00; 6.93; 9.87; 13.12; 2019/12/05 07:30
.18; 11.00; 6.93; 9.87; 13.12; 2019/12/05 08:00
.31; 11.00; 6.87; 9.87; 13.12; 2019/12/05 08:30
.31; 10.93; 6.87; 9.81; 13.12; 2019/12/05 09:00
.68; 10.93; 6.87; 9.93; 13.12; 2019/12/05 09:30
1.68; 10.93; 6.81; 9.87; 13.12; 2019/12/05 10:00
2.06; 11.00; 6.81; 9.87; 13.12; 2019/12/05 10:30
2.06; 10.93; 6.81; 9.81; 13.18; 2019/12/05 11:00
2.25; 10.93; 6.81; 9.75; 13.18; 2019/12/05 11:30
2.37; 10.81; 6.81; 9.81; 13.12; 2019/12/05 12:00
2.56; 10.81; 6.81; 9.81; 13.18; 2019/12/05 12:30
3.00; 10.87; 6.81; 9.68; 13.12; 2019/12/05 13:00
3.68; 10.87; 6.81; 9.75; 13.12; 2019/12/05 13:30
4.06; 11.00; 6.75; 9.81; 13.12; 2019/12/05 14:00
4.37; 11.00; 6.75; 9.87; 13.18; 2019/12/05 14:30
4.56; 11.06; 6.75; 9.81; 13.12; 2019/12/05 15:00
4.37; 11.06; 6.75; 9.75; 13.12; 2019/12/05 15:30
4.12; 11.12; 6.75; 9.81; 13.18; 2019/12/05 16:00
3.87; 11.06; 6.75; 9.81; 13.18; 2019/12/05 16:30
3.43; 11.06; 6.68; 9.75; 13.12; 2019/12/05 17:00
2.87; 11.00; 6.68; 9.75; 13.12; 2019/12/05 17:30
3.00; 11.00; 6.68; 9.68; 13.12; 2019/12/05 18:00
2.87; 11.00; 6.68; 9.75; 13.12; 2019/12/05 18:30
2.81; 11.00; 6.68; 9.75; 13.12; 2019/12/05 19:00
2.62; 11.00; 6.68; 9.75; 13.12; 2019/12/05 19:30
2.62; 10.93; 6.62; 9.68; 13.12; 2019/12/05 20:00
2.43; 10.93; 6.62; 9.75; 13.12; 2019/12/05 20:30
2.37; 10.93; 6.62; 9.75; 13.12; 2019/12/05 21:00
2.43; 10.87; 6.62; 9.75; 13.18; 2019/12/05 21:30
2.43; 10.87; 6.62; 9.75; 13.06; 2019/12/05 22:00
2.68; 10.87; 6.62; 9.62; 13.06; 2019/12/05 22:30
3.12; 10.81; 6.62; 9.75; 13.06; 2019/12/05 23:00
3.18; 10.81; 6.62; 9.68; 13.06; 2019/12/05 23:30
3.00; 10.87; 6.62; 9.62; 13.06; 2019/12/06 00:00
2.93; 10.81; 6.56; 9.62; 13.06; 2019/12/06 00:30
3.50; 10.81; 6.56; 9.62; 13.06; 2019/12/06 01:00
2.56; 10.81; 6.56; 9.68; 13.06; 2019/12/06 01:30
2.75; 10.81; 6.56; 9.56; 13.06; 2019/12/06 02:00
3.00; 10.87; 6.56; 9.62; 13.06; 2019/12/06 02:30
3.18; 10.87; 6.56; 9.62; 13.06; 2019/12/06 03:00
2.93; 10.87; 6.50; 9.68; 13.06; 2019/12/06 03:30
3.50; 10.93; 6.50; 9.62; 13.12; 2019/12/06 04:00
2.75; 10.93; 6.50; 9.62; 13.06; 2019/12/06 04:30
2.81; 10.93; 6.50; 9.62; 13.06; 2019/12/06 05:00
2.87; 10.93; 6.43; 9.68; 13.06; 2019/12/06 05:30
3.00; 10.93; 6.50; 9.68; 13.12; 2019/12/06 06:00
